"REF_DATE","GEO","DGUID","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","3.1","E","","","1"
"2001","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","3.9","E","","","1"
"2002","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","4.5","E","","","1"
"2003","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","3.4","E","","","1"
"2004","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","4.5","E","","","1"
"2005","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","3.5","E","","","1"
"2006","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","3.2","E","","","1"
"2007","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","3.7","E","","","1"
"2008","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","4.4","D","","","1"
"2009","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","5.2","D","","","1"
"2010","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","5.5","D","","","1"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","4.3","D","","","1"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","6.1","D","","","1"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","6.3","D","","","1"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","5.7","D","","","1"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","6.2","D","","","1"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","6.5","D","","","1"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","6.5","D","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","$100,000 and over","Percent","239","units","0","v107657368","16.3.16","6.1","D","","","1"
"1976","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","34100","","","","0"
"1977","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","34600","","","","0"
"1978","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","33800","","","","0"
"1979","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","31200","","","","0"
"1980","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","33500","","","","0"
"1981","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","34200","","","","0"
"1982","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","34500","","","","0"
"1983","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","32100","","","","0"
"1984","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","33500","","","","0"
"1985","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","34800","","","","0"
"1986","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","34500","","","","0"
"1987","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","33900","","","","0"
"1988","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","36900","","","","0"
"1989","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","36500","","","","0"
"1990","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","35900","","","","0"
"1991","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","32700","","","","0"
"1992","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","33400","","","","0"
"1993","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","33200","A","","","0"
"1994","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","32200","B","","","0"
"1995","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","31900","B","","","0"
"1996","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","31600","A","","","0"
"1997","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","32000","B","","","0"
"1998","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","34600","C","","","0"
"1999","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","35300","B","","","0"
"2000","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","36800","B","","","0"
"2001","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","38700","B","","","0"
"2002","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","39800","B","","","0"
"2003","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","38600","B","","","0"
"2004","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","40000","B","","","0"
"2005","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","39100","B","","","0"
"2006","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","39100","B","","","0"
"2007","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","41600","B","","","0"
"2008","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","41300","C","","","0"
"2009","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","42600","C","","","0"
"2010","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","44000","C","","","0"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","42600","B","","","0"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","43200","B","","","0"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","44100","B","","","0"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","41500","B","","","0"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","42900","B","","","0"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Average income","2018 constant dollars","400","units","0","v107657369","16.3.17","43700","B","","","0"
