"REF_DATE","GEO","DGUID","Income concept","Economic family type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","11.0","D","","","1"
"1995","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","11.3","D","","","1"
"1996","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.2","D","","","1"
"1997","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.9","D","","","1"
"1998","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","12.3","D","","","1"
"1999","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.1","D","","","1"
"2000","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.4","E","","","1"
"2001","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.5","D","","","1"
"2002","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.5","D","","","1"
"2003","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.1","D","","","1"
"2004","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.3","E","","","1"
"2005","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.8","D","","","1"
"2006","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.1","D","","","1"
"2007","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.4","D","","","1"
"2008","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.9","E","","","1"
"2009","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","6.4","E","","","1"
"2010","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.9","E","","","1"
"2011","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.2","E","","","1"
"2012","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","6.3","D","","","1"
"2013","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","10.5","D","","","1"
"2014","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","9.2","D","","","1"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","8.2","D","","","1"
"2016","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.2","E","","","1"
"2017","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","8.1","D","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$30,000 to $39,999","Percent","239","units","0","v107655553","16.3.1.7","7.9","D","","","1"
"1976","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","11.4","","","","1"
"1977","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.6","","","","1"
"1978","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.4","","","","1"
"1979","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.0","","","","1"
"1980","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.9","","","","1"
"1981","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.6","","","","1"
"1982","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.8","","","","1"
"1983","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.7","","","","1"
"1984","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","11.7","","","","1"
"1985","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.5","","","","1"
"1986","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","7.5","","","","1"
"1987","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.7","","","","1"
"1988","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.6","","","","1"
"1989","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","8.8","","","","1"
"1990","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","8.9","","","","1"
"1991","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.0","","","","1"
"1992","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.2","","","","1"
"1993","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.7","D","","","1"
"1994","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.5","D","","","1"
"1995","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.9","D","","","1"
"1996","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.7","D","","","1"
"1997","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.0","D","","","1"
"1998","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","8.1","D","","","1"
"1999","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.6","D","","","1"
"2000","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","7.9","D","","","1"
"2001","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.1","D","","","1"
"2002","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","10.5","D","","","1"
"2003","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.0","D","","","1"
"2004","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","11.3","D","","","1"
"2005","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655554","16.3.1.8","9.9","D","","","1"
